Repository,User,Pull number,Test,Situation
elasticsearch/elasticsearch,stephlag,6486,TRUE,Merged
elasticsearch/elasticsearch,szlwzl,7775,TRUE,Merged
elasticsearch/elasticsearch,takezoe,20156,TRUE,Merged
elasticsearch/elasticsearch,taku333,35130,TRUE,Merged
elasticsearch/elasticsearch,TanyaPedersen,24609,TRUE,Merged
elasticsearch/elasticsearch,teshanya,31294,TRUE,Merged
elasticsearch/elasticsearch,TheSamsa,20075,TRUE,Merged
elasticsearch/elasticsearch,tryantwit,30345,TRUE,Merged
elasticsearch/elasticsearch,ulkas,13714,TRUE,Merged
elasticsearch/elasticsearch,umairmarif,25059,TRUE,Merged
elasticsearch/elasticsearch,vacoola1,29329,TRUE,Merged
elasticsearch/elasticsearch,VeggieMeat,7000,TRUE,Merged
elasticsearch/elasticsearch,venkatreddyamalla,24298,TRUE,Merged
elasticsearch/elasticsearch,vinodpahuja,23991,TRUE,Merged
elasticsearch/elasticsearch,vvalleru,14760,TRUE,Merged
elasticsearch/elasticsearch,w33ble,13276,TRUE,Merged
elasticsearch/elasticsearch,waibelp,24706,TRUE,Merged
elasticsearch/elasticsearch,waooog,13519,TRUE,Merged
elasticsearch/elasticsearch,wasserman,25052,TRUE,Merged
elasticsearch/elasticsearch,wdearden,30737,TRUE,Merged
elasticsearch/elasticsearch,wmellouli,29655,TRUE,Merged
elasticsearch/elasticsearch,wmx3ng,8098,TRUE,Merged
elasticsearch/elasticsearch,wyukawa,23869,TRUE,Merged
elasticsearch/elasticsearch,xyu,6567,TRUE,Merged
elasticsearch/elasticsearch,yashkhandelwal,23912,TRUE,Merged
elasticsearch/elasticsearch,yongkyun,14537,TRUE,Merged
elasticsearch/elasticsearch,zackdever,18226,TRUE,Merged
elasticsearch/elasticsearch,zahidsw,34515,TRUE,Merged
elasticsearch/elasticsearch,zeha,24230,TRUE,Merged
enonic/xp,andresol,5730,TRUE,Merged
enonic/xp,jsi,3765,TRUE,Merged
fabric8io/fabric8,elharo,6869,TRUE,Merged
fabric8io/fabric8,ghost,4,TRUE,Merged
fabric8io/fabric8,kameshsampath,6967,TRUE,Merged
fabric8io/fabric8,kpelykh,101,TRUE,Merged
fabric8io/fabric8,paulrobinson,523,TRUE,Merged
mozilla/j2me.js,mcav,723,TRUE,Merged
mozilla/j2me.js,sstangl,1083,TRUE,Merged
RostarSynergistics/ShinyExpenseTracker,NULL,221,TRUE,Merged
TEAMMATES/repo,AakanxuShah,5610,TRUE,Merged
TEAMMATES/repo,aayushchandna,4980,TRUE,Merged
TEAMMATES/repo,advaitapatel,6031,TRUE,Merged
TEAMMATES/repo,aishwarya-sankhla,7984,TRUE,Merged
TEAMMATES/repo,alisye,6294,TRUE,Merged
TEAMMATES/repo,Andrew-Lev,7939,TRUE,Merged
TEAMMATES/repo,Artyom-Ganev,8665,TRUE,Merged
TEAMMATES/repo,billmiller2,7770,TRUE,Merged
TEAMMATES/repo,Bzdeco,8629,TRUE,Merged
TEAMMATES/repo,carsonshoupe,9172,TRUE,Merged
TEAMMATES/repo,clmcdonald,7883,TRUE,Merged
TEAMMATES/repo,codetriage-readme-bot,8428,TRUE,Merged
TEAMMATES/repo,czarska,8917,TRUE,Merged
TEAMMATES/repo,darrenlmd,9221,TRUE,Merged
TEAMMATES/repo,DevOpt,6496,TRUE,Merged
TEAMMATES/repo,deydebaditya,8226,TRUE,Merged
TEAMMATES/repo,DimitarGadzhev,8116,TRUE,Merged
TEAMMATES/repo,dishant-sheth,8293,TRUE,Merged
TEAMMATES/repo,ducthienbui97,7920,TRUE,Merged
TEAMMATES/repo,EffingKay,7427,TRUE,Merged
TEAMMATES/repo,Einsteino,4895,TRUE,Merged
TEAMMATES/repo,enaru,7665,TRUE,Merged
TEAMMATES/repo,ezapanta,8766,TRUE,Merged
TEAMMATES/repo,Fminorelli,6173,TRUE,Merged
TEAMMATES/repo,gableh,5397,TRUE,Merged
TEAMMATES/repo,GarrettCarrott,8501,TRUE,Merged
TEAMMATES/repo,gugakatsi,6276,TRUE,Merged
TEAMMATES/repo,gupta-ujjwal,8584,TRUE,Merged
TEAMMATES/repo,HooDeLin,5260,TRUE,Merged
TEAMMATES/repo,hshahid,5845,TRUE,Merged
TEAMMATES/repo,ihsraham,7675,TRUE,Merged
TEAMMATES/repo,jessleary96,8182,TRUE,Merged
TEAMMATES/repo,JosemyDuarte,8401,TRUE,Merged
TEAMMATES/repo,josephinex,7757,TRUE,Merged
TEAMMATES/repo,k4iz3n1994,9055,TRUE,Merged
TEAMMATES/repo,kashyapjeetendra,7747,TRUE,Merged
TEAMMATES/repo,KingMM,9214,TRUE,Merged
TEAMMATES/repo,kiranml1,7904,TRUE,Merged
TEAMMATES/repo,k-thich,6080,TRUE,Merged
TEAMMATES/repo,kwilsonO,8007,TRUE,Merged
TEAMMATES/repo,kyngyi,8714,TRUE,Merged
TEAMMATES/repo,Lolispo,8553,TRUE,Merged
TEAMMATES/repo,noramyer,8119,TRUE,Merged
TEAMMATES/repo,nvnmandadhi,8884,TRUE,Merged
TEAMMATES/repo,NWuensche,5811,TRUE,Merged
TEAMMATES/repo,ongspxm,8672,TRUE,Merged
TEAMMATES/repo,PocketTesting,7434,TRUE,Merged
TEAMMATES/repo,praveshjain,7662,TRUE,Merged
TEAMMATES/repo,pwnttm,8476,TRUE,Merged
TEAMMATES/repo,Ramez-,8737,TRUE,Merged
TEAMMATES/repo,rmccammo,8039,TRUE,Merged
TEAMMATES/repo,SambitAcharya,4782,TRUE,Merged
TEAMMATES/repo,shresthabarsha,8460,TRUE,Merged
TEAMMATES/repo,smithla1,6655,TRUE,Merged
TEAMMATES/repo,tejvuligonda,5375,TRUE,Merged
TEAMMATES/repo,theDiablo,4881,TRUE,Merged
TEAMMATES/repo,theitrain,7425,TRUE,Merged
TEAMMATES/repo,tomignarri,8953,TRUE,Merged
TEAMMATES/repo,ujjwalwahi,4880,TRUE,Merged
TEAMMATES/repo,vegetaU,6001,TRUE,Merged
TEAMMATES/repo,viraj071,7914,TRUE,Merged
TEAMMATES/repo,VirinchiSainath,8521,TRUE,Merged
TEAMMATES/repo,yashmehrotra,4545,TRUE,Merged
TEAMMATES/repo,yashpatel20,6436,TRUE,Merged
TEAMMATES/repo,yatri1609,8804,TRUE,Merged
wildfly/wildfly,Dawuid,8179,TRUE,Merged
wildfly/wildfly,elguardian,7005,TRUE,Merged
wildfly/wildfly,ggam,9454,TRUE,Merged
wildfly/wildfly,hkalina,9450,TRUE,Merged
wildfly/wildfly,jdcheesman,2671,TRUE,Merged
wildfly/wildfly,jwendell,9425,TRUE,Merged
wildfly/wildfly,kanovotn,7520,TRUE,Merged
wildfly/wildfly,leathersole,8261,TRUE,Merged
wildfly/wildfly,lukaf,1551,TRUE,Merged
wildfly/wildfly,maerqiang,8448,TRUE,Merged
wildfly/wildfly,martinou,7171,TRUE,Merged
wildfly/wildfly,martinschaef,7369,TRUE,Merged
wildfly/wildfly,mvinkler,7700,TRUE,Merged
wildfly/wildfly,nuzayats,7196,TRUE,Merged
wildfly/wildfly,ppalaga,9211,TRUE,Merged
wildfly/wildfly,ranjithpulluru,8656,TRUE,Merged
wildfly/wildfly,rarguello,8465,TRUE,Merged
wildfly/wildfly,tobias,8305,TRUE,Merged
wildfly/wildfly,tobiasstadler,9290,TRUE,Merged
wildfly/wildfly,wprice,7709,TRUE,Merged
